en,ru,bleu,acceptability
I think I'm just tired.,"Думаю, я просто устала.",1.0,0.99624014
I think I've met you before.,"Кажется, я уже встречал тебя раньше.",0.4111336169005197,0.9966049
I think I've met you before.,"Кажется, мы уже встречались.",0.0,0.9973297
I think exams are ruining education.,"Я думаю, экзамены портят образование.",0.5154486831107657,0.99713886
I think he is Mr Brown.,"Я думаю, что это мистер Браун.",0.0,0.9960348
I think he is Mr Brown.,"Думаю, это мистер Браун.",0.0,0.9957325
I think he is a doctor.,"Я думаю, он врач.",0.7071067811865475,0.99552417
I think it is a mere coincidence.,"Я думаю, это просто совпадение.",0.488923022434901,0.99764436
I think it is best not to be impolite.,"Я думаю, лучше не быть невежливым.",0.0,0.9974566
I think it is best not to be impolite.,"Думаю, лучше не быть невежливым.",0.0,0.9971222
I think it's a good idea.,"Думаю, это хорошая идея.",1.0,0.9961133
I think it's a pity you could not come to our party.,"Я думаю, жаль, что ты не смогла прийти на нашу вечеринку.",0.6162607099729586,0.9947429
I think it's going to rain.,"Думаю, будет дождь.",0.0,0.9946548
I think it's the best way.,"Думаю, это лучший способ.",0.0,0.9955865
I think it's time to wind up this meeting.,"Думаю, пора закончить эту встречу.",1.0,0.99768686
I think it's true.,"Я думаю, это правда.",0.7071067811865475,0.995413
I think it's worth a try.,"Думаю, стоит попробовать.",0.5475182535069453,0.9966987
I think it's worth asking.,"Думаю, стоит спросить.",1.0,0.9957924
I think my living with you has influenced your way of living.,"Я думаю, что моя жизнь с тобой повлияла на твой образ жизни.",0.0,0.9853607
I think my right arm is broken.,"Я думаю, что у меня сломана правая рука.",0.0,0.99689746
I think my right arm is broken.,"Думаю, у меня сломана правая рука.",0.0,0.99734026
I think she made up that story.,"Думаю, она придумала эту историю.",0.0,0.9978389
I think that everybody knows.,"Думаю, все знают.",0.6221008431290531,0.9963607
I think that most young people like rock music.,"Я думаю, что большинство молодых людей любят рок-музыку.",0.7071067811865475,0.9953371
I think that you ought to apologize to her.,"Я думаю, что тебе стоит перед ней извиниться.",0.392814650900513,0.9980665
I think that you ought to apologize to her.,"Думаю, тебе стоит перед ней извиниться.",0.3628241434631103,0.99818677
I think that you're wrong.,"Я думаю, что ты ошибаешься.",0.6434588841607617,0.9954448
I think that you're wrong.,"Я думаю, ты ошибаешься.",0.4548019047027907,0.9955249
I think the love of money is common to us all.,"Я думаю, что любовь к деньгам - это общее для всех нас.",0.2658483576665877,0.9966468
I think the love of money is common to us all.,"Я думаю, что любовь к деньгам является общей для всех нас.",0.2891784933232572,0.9968213
I think the rain's getting heavier.,"Думаю, дождь тяжелее.",0.0,0.010426591
I think there has been some misunderstanding here.,"Я думаю, здесь произошло недоразумение.",0.0,0.99755764
I think there has been some misunderstanding here.,"Я думаю, здесь произошло какое-то недоразумение.",0.0,0.9978126
I think we had better wait for another 30 minutes.,"Думаю, нам лучше подождать ещё полчаса.",0.6240195441936914,0.9972051
I think we'll make it if we hurry.,"Думаю, мы справимся, если поторопимся.",0.0,0.99531037
I think you and he wanna be alone.,"Я думаю, что вы с ним хотите побыть одни.",0.5900468726392808,0.9940951
I think you and he wanna be alone.,"Я думаю, вы с ним хотите побыть одни.",0.7598356856515925,0.99571687
I think you had better take a rest.,"Думаю, тебе лучше отдохнуть.",0.0,0.99558985
I think you have sent me a wrong order.,"Я думаю, ты послал мне неправильный приказ.",0.0,0.99624723
I think you have sent me a wrong order.,"Я думаю, вы прислали мне неправильный заказ.",0.3549481056010052,0.997877
I think you should get more rest.,"Думаю, тебе нужно больше отдыхать.",0.0,0.9923034
I think you should go by taxi.,"Думаю, тебе стоит съездить на такси.",0.0,0.9967526
I think you should go by taxi.,"Думаю, тебе стоит поехать на такси.",0.4111336169005197,0.9970335
I think you should see a doctor.,"Думаю, тебе стоит обратиться к врачу.",0.0,0.9975478
I think you'd better go on a diet.,"Думаю, тебе лучше сходить на диету.",0.0,0.9959598
I think you'd better take a rest; you look ill.,"Думаю, тебе лучше отдохнуть, ты выглядишь больным.",0.343763879968285,0.99568605
I think you're right.,"Думаю, ты прав.",1.0,0.9945557
I think your English has improved a lot.,"Я думаю, твой английский сильно улучшился.",1.0,0.9965397
I think your answer is correct.,"Я думаю, что твой ответ правильный.",0.0,0.9961486
I think your answer is correct.,"Я думаю, что твой ответ верн.",0.0,0.40538746
I think your basic theory is wrong.,"Я думаю, что твоя основная теория неверна.",0.4316700106852252,0.9955811
I think your theory does not hold water.,"Я думаю, что твоя теория не держится в воде.",0.0,0.97904396
I think your theory does not hold water.,"По-моему, в твоей теории нет воды.",0.0,0.98500746
I thought it was true.,"Я думал, это правда.",1.0,0.9932955
I thought you liked to learn new things.,"Я думал, тебе нравится учиться новым вещам.",0.0,0.99447256
I thought you liked to learn new things.,"Я думал, ты любишь учиться новым вещам.",0.4671379777282,0.995025
I thought you were raised in L.A.,"Я думал, ты вырос в Лос-Анджелесе.",1.0,0.99334234
I told them to send me another ticket.,Я сказал им прислать мне другой билет.,0.0,0.9983789
I told them to send me another ticket.,Я сказал им прислать мне еще один билет.,0.0,0.9984906
I took a cooking class last spring and learned to bake bread.,Я ходила на кулинарный урок прошлой весной и научилась испечь хлеб.,0.0,0.8307434
I took a cooking class last spring and learned to bake bread.,Я ходила на занятия по кулинарии прошлой весной и научилась печь хлеб.,0.0,0.9300405
I took a taxi because it was raining.,"Я взял такси, потому что шёл дождь.",0.0,0.984593
I took a taxi to get there in time.,"Я взял такси, чтобы добраться туда вовремя.",1.0,0.9972294
I took advantage of a sale and bought three sweaters.,Я воспользовался продажей и купил три свитера.,0.0,0.9959377
I took advantage of a sale and bought three sweaters.,Я воспользовалась продажей и купила три свитера.,0.5946035575013605,0.9943614
I took it for granted that you were on my side.,"Я принял как должное, что ты на моей стороне.",0.3508439695638686,0.9944125
I took it for granted that you were on my side.,"Я принял за само собой разумеющееся, что ты на моей стороне.",0.2891784933232572,0.941934
I took it for granted that you would come with us.,"Я принял как должное, что ты поедешь с нами.",0.5706745777055999,0.99242836
I took it for granted that you would come.,"Я принял как должное, что ты придешь.",0.0,0.98931736
I took it for granted that you would come.,"Я принял как должное, что ты придёшь.",0.0,0.9693588
I took it for granted that you would join.,"Я принял как должное, что ты присоединишься.",1.0,0.9904855
I took my umbrella for fear of rain.,Я взял зонтик из страха дождя.,0.0,0.9180819
I took my umbrella for fear of rain.,Я взял зонтик из-за боязни дождя.,0.0,0.9929575
I took shelter under my friend's umbrella.,Я укрылась под зонтиком моего друга.,0.0,0.99796283
I took the radio apart to repair it.,"Я разобрал радио, чтобы починить его.",0.4630777161991027,0.99799746
I took the wrong bus.,Я сел не в тот автобус.,1.0,0.99813145
I took your umbrella by mistake.,Я взял твой зонтик по ошибке.,0.0,0.99824417
"I tried again and again, but I couldn't succeed.","Я пыталась снова и снова, но не смогла.",0.0,0.9871622
"I tried again and again, but I couldn't succeed.","Я пыталась снова и снова, но у меня не получилось.",0.2319610106840199,0.9924373
I tried everything to keep him alive.,"Я все делал, чтобы сохранить ему жизнь.",0.631196907822589,0.9965222
I tried everything to keep him alive.,"Я испробовал все, чтобы сохранить ему жизнь.",0.7476743906106103,0.9954471
I tried in vain to open it.,Я тщетно пытался открыть его.,1.0,0.99786794
"I tried to cheer her up, but she did nothing but cry.","Я пытался ее подбодрить, но она ничего не сделала, кроме плакала.",0.0,0.3190305
"I tried to cheer her up, but she did nothing but cry.","Я пытался подбодрить ее, но она только и делала, что плакала.",0.2402211086439153,0.99316084
"I tried to read through the book, which I found impossible.","Я пытался прочитать книгу, которую я нашел невозможной.",0.0,0.95151615
"I tried to read through the book, which I found impossible.","Я пыталась прочитать книгу, которую я нашла невозможной.",0.0,0.80066204
I tried to tell you.,Я пытался сказать тебе.,0.0,0.9962141
I tried to tell you.,Я пытался тебе сказать.,1.0,0.9966606
I try.,Я стараюсь.,0.0,0.9938996
I understand how you feel.,"Я понимаю, что ты чувствуешь.",1.0,0.99425215
I understand it's going to get hot again.,"Я понимаю, что снова будет жарко.",0.3976353643835253,0.9760503
I understand now why he didn't go to a university.,"Теперь я понимаю, почему он не учился в университете.",0.5548726605111575,0.9960503
I understand your position perfectly.,Я прекрасно понимаю вашу позицию.,1.0,0.99828064
I used to go to plays at least once a week in London.,Я ходил на игры по крайней мере раз в неделю в Лондоне.,0.0,0.97215796
I used to go to plays at least once a week in London.,Я ходил играть по крайней мере раз в неделю в Лондоне.,0.0,0.09032353
I used to keep a diary in English when I was a student.,"Я вел дневник на английском, когда был студентом.",0.0,0.982347
I used to keep a diary in English when I was a student.,"Раньше я вел дневник на английском, когда был студентом.",0.0,0.8791083
I used to play tennis when I was a student.,"Я играл в теннис, когда был студентом.",1.0,0.974702
I used to play with my sister in the park.,Я играл с сестрой в парке.,0.3266828640925502,0.9931484
I used to play with my sister in the park.,Я играл со своей сестрой в парке.,0.7420884818558928,0.99450904
I used to read novels at random.,Я читал романы наугад.,0.0,0.99634004
I used to work in a noisy room.,Я раньше работала в шумной комнате.,0.0,0.84414244
I used to work in a noisy room.,Я работал в шумной комнате.,0.0,0.9396518
I usually get up late.,Обычно я встаю допоздна.,0.0,0.9932458
I usually go to bed at ten.,Обычно я ложусь спать в десять.,1.0,0.9978567
I usually have a glass of milk for breakfast.,Обычно я ем на завтрак бокал молока.,0.0,0.041409373
I usually have a glass of milk for breakfast.,Я обычно пью на завтрак бокал молока.,0.0,0.9947865
I usually play tennis.,Я обычно играю в теннис.,1.0,0.9965894
I usually take a shower in the evening.,Обычно я принимаю душ вечером.,0.5081327481546147,0.9977087
I usually take a shower in the evening.,Обычно вечером я принимаю душ.,0.0,0.9976084
I usually walk.,Обычно я хожу пешком.,0.0,0.99781054
I utterly despise formal writing!,Я совершенно презираю официальные письма!,0.0,0.9967648
I visited Paris in Europe.,Я посетил Париж в Европе.,1.0,0.0067966753
"I waited for an hour, but he didn't appear.","Я ждала час, но он не появился.",0.7506238537503395,0.99650085
I waited for her till it got dark.,"Я ждала её, пока не стемнеет.",0.3826029416278447,0.98575926
I waited for her till it got dark.,"Я ждал её, пока не стемнеет.",0.7071067811865475,0.9890297
"I waited for him at the station for an hour, but he didn't show up.","Я ждал его в участке целый час, но он не появился.",0.2757698947771104,0.99522674
"I waited for him at the station for an hour, but he didn't show up.","Я ждала его в участке целый час, но он не появился.",0.2757698947771104,0.99490285
I walked the whole way to the station.,Я прошла весь путь до станции.,0.0,0.9971238
I walked the whole way to the station.,Я прошёл весь путь до станции.,0.0,0.9957365
I walked up the hill.,Я подошёл к холму.,0.0,0.9829541
I want a boat that will take me far away from here.,"Я хочу лодку, которая заберет меня отсюда.",0.474954953300978,0.99356586
I want a boat that will take me far away from here.,"Я хочу лодку, которая заберет меня отсюда подальше.",0.4417918226831577,0.9838298
I want a few empty glasses.,Я хочу несколько пустых очков.,0.537284965911771,0.48412037
I want a lot more.,Я хочу намного больше.,1.0,0.99705017
I want a lot.,Я хочу многого.,0.0,0.99539655
I want a map of Texas on a scale of 1 to 250000.,Я хочу карту Техаса в масштабе от 1 до 250 000.,0.4483386700384458,0.9753219
I want a person who can speak French.,"Мне нужен человек, который говорит по-французски.",0.0,0.9964714
I want a piece of candy.,Я хочу конфетку.,0.0,0.9979546
I want an MP3 player!,Я хочу MP3-плеер!,1.0,0.99735117
I want an MP3 player!,Мне нужен MP3-плеер!,0.5081327481546147,0.9976636
I want him to be informed about that in advance.,"Я хочу, чтобы он был заранее проинформирован об этом.",0.2998221389342337,0.9979358
I want more detailed information.,Мне нужна более подробная информация.,1.0,0.9983175
I want some money.,Мне нужны деньги.,0.0,0.997888
I want someone to talk to.,Я хочу с кем-нибудь поговорить.,1.0,0.99564517
I want something cold to drink.,Я хочу чего-нибудь холодного.,0.0,0.9970703
I want something cold to drink.,Я хочу выпить чего-нибудь холодного.,1.0,0.99685514
I want something hot to drink.,Я хочу чего-нибудь горячего.,0.0,0.9971186
I want something hot to drink.,Я хочу выпить чего-нибудь горячего.,0.537284965911771,0.9965766
I want something sweet to eat.,Я хочу чего-нибудь сладкого.,0.0,0.99663013
I want something sweet.,Я хочу чего-нибудь сладкого.,1.0,0.99663013
I want something to drink.,Я хочу выпить.,0.0,0.9974957
I want something to drink.,Я хочу что-нибудь выпить.,0.0,0.99545586
I want something to eat.,Я хочу что-нибудь поесть.,0.0,0.99371743
I want something to read.,Я хочу что-нибудь почитать.,0.0,0.9944125
I want something to write on.,Я хочу что-то написать.,0.0,0.99633586
I want something with which to write.,"Я хочу что-то, с чем можно написать.",0.0,0.27871743
I want to be more independent.,Я хочу быть более независимым.,1.0,0.99734205
I want to buy a more expensive watch.,Я хочу купить более дорогие часы.,1.0,0.9984351
"I want to buy this book not because it is cheap, but because it is useful.","Я хочу купить эту книгу не потому, что она дешевая, а потому, что она полезна.",0.744373319312051,0.99113184
I want to climb Mt. Fuji again.,Я хочу подняться на гору Мт. Опять Фудзи.,0.0,0.23691437
I want to climb Mt. Fuji again.,Я хочу забраться на Mt. Опять Фудзи.,0.0,0.43521452
I want to do it myself.,Я хочу сделать это сам.,1.0,0.99776196
I want to drink something cold.,Я хочу выпить чего-нибудь холодного.,1.0,0.99685514
I want to eat French cuisine.,Я хочу съесть французскую кухню.,0.0,0.02965424
I want to eat some cake first.,Сначала я хочу съесть торт.,0.0,0.99807286
I want to eat some cake first.,Сначала я хочу съесть немного торта.,0.4347208719449915,0.99767846
I want to emphasize this point in particular.,Я хочу особо подчеркнуть этот момент.,0.0,0.9986333
I want to emphasize this point in particular.,Я хотел бы особо подчеркнуть этот момент.,0.0,0.9986058
I want to get a sightseeing visa.,Я хочу получить визу для осмотра достопримечательностей.,0.0,0.9984921
I want to get rid of it.,Я хочу избавиться от него.,0.6042750794713536,0.9976185
I want to go abroad.,Я хочу поехать за границу.,1.0,0.9965276
I want to go on a journey around the world if possible.,"Я хочу поехать в путешествие по миру, если возможно.",0.0,0.97310174
I want to go on a journey around the world if possible.,"Я хочу путешествовать по миру, если возможно.",0.0,0.96435857
I want to go there once more.,Я хочу поехать туда еще раз.,0.0,0.9975587
I want to go with you.,Я хочу пойти с тобой.,1.0,0.9962065
I want to know if you'll be free tomorrow.,"Я хочу знать, будешь ли ты свободен завтра.",0.6985342056580096,0.9975419
I want to know who is coming with us.,"Я хочу знать, кто поедет с нами.",0.5969491792019646,0.9963225
I want to reach the hotel before it gets dark.,"Я хочу попасть в отель, пока не стемнело.",0.0,0.99343055
I want to see them again.,Я хочу увидеть их снова.,1.0,0.9980715
I want to see you again.,Я хочу увидеть тебя снова.,0.0,0.99786013
I want to sing a song.,Я хочу спеть песню.,1.0,0.9981248
I want to sleep a little more.,Я хочу поспать еще немного.,0.0,0.99746025
I want to sleep a little more.,Я хочу ещё немного поспать.,1.0,0.99619496
"I want to study abroad, even if my parents are against it.","Я хочу учиться за границей, даже если мои родители против этого.",0.5321997734504007,0.9854292
I want to travel with you.,Я хочу поехать с тобой.,0.0,0.99582833
I want you to go to the post office.,"Я хочу, чтобы ты пошел на почту.",0.5969491792019646,0.99720156
I want you to go.,"Я хочу, чтобы ты ушел.",0.6434588841607617,0.99359494
I want you to read this book.,"Я хочу, чтобы ты прочитала эту книгу.",0.5969491792019646,0.9958621
I want you to read this book.,"Я хочу, чтобы ты прочла эту книгу.",0.5969491792019646,0.99669456
I want you to refurbish the house.,"Я хочу, чтобы ты отремонтировал дом.",0.3226013518927286,0.99776626
I want you to return it to me as soon as possible.,"Я хочу, чтобы ты как можно скорее вернула мне его.",0.4771897075810881,0.9971806
I want you to return it to me as soon as possible.,"Я хочу, чтобы вы вернули его мне как можно скорее.",0.6636154805687886,0.9973949
I want you to tell me the truth.,"Я хочу, чтобы ты сказал мне правду.",1.0,0.997493
I want you.,Я хочу тебя.,1.0,0.9957354
I want your opinion.,Мне нужно твое мнение.,0.0,0.9981669
I want your opinion.,Мне нужно твоё мнение.,1.0,0.9976809
"I wanted to buy the book, but I found I had no more than 200 yen with me.","Я хотел купить книгу, но обнаружил, что у меня с собой не более 200 иен.",0.7778111223054219,0.9827864
I wanted to do some telephoning.,Я хотел позвонить.,0.0,0.9953113
I wanted to do some telephoning.,Я хотел позвонить по телефону.,0.0,0.9966793
I wanted to go there.,Я хотел туда пойти.,1.0,0.99468684
I wanted to go there.,Я хотел поехать туда.,0.0,0.9922193
I wanted to show it to you.,Я хотел показать тебе это.,0.0,0.9976235
I was a first year student last year.,Я был студентом первого года обучения в прошлом году.,0.0,0.9570895
I was a first year student last year.,В прошлом году я был студентом первого года обучения.,0.4111336169005197,0.9735831
I was about to leave when you telephoned.,"Я собирался уходить, когда ты позвонила.",0.7071067811865475,0.99326503
I was afraid of getting lost in the dark.,Я боялся заблудиться в темноте.,1.0,0.9966022
I was agreeably surprised.,Я был очень удивлен.,0.0,0.9968664
I was almost home when the car ran out of gas.,"Я был почти дома, когда у машины кончился бензин.",0.0,0.99074507
I was almost run over by a car.,Меня чуть не сбила машина.,0.0,0.9977533
I was at a loss for words.,Я потеряла слова.,0.0,0.9562522
I was at a loss for words.,Мне не хватало слов.,0.0,0.9934223
I was barely able to work.,Я едва могла работать.,0.0,0.9930549
I was beside myself with jealousy when my youngest sister rose in the world.,"Я была рядом с собой с ревностью, когда моя младшая сестра выросла в мире.",0.0,0.020231934
I was beside myself with jealousy when my youngest sister rose in the world.,"Я была вне себя от ревности, когда моя младшая сестра выросла в мире.",0.0,0.036414728
I was bored because I had seen the movie before.,"Мне было скучно, потому что я уже видел фильм раньше.",0.4148886515256522,0.9822801
I was bored because I had seen the movie before.,"Мне было скучно, потому что я видел фильм раньше.",0.4336189090348675,0.94485086
I was called on in English class.,Меня вызвали на урок английского.,0.0,0.9983069
I was called on in English class.,Меня пригласили на урок английского.,0.0,0.9985203
I was caught in a shower and was drenched to the skin.,Меня поймали в душе и промыли до кожи.,0.0,0.9546473
I was caught in a shower and was drenched to the skin.,Меня поймали в душе и засунули в кожу.,0.0,0.90267164
I was caught in a shower on my way home.,Я был пойман в душе по дороге домой.,0.3155984539112945,0.9960478
I was caught in a shower on my way home.,Меня поймали в душе по дороге домой.,0.345720784641941,0.9966446
I was caught in a shower on my way to the station.,Я был пойман в душе по пути в участок.,0.0,0.9966698
I was caught in a shower on my way to the station.,Меня поймали в душе по дороге в участок.,0.0,0.9973412
I was caught in a shower.,Я был пойман в душе.,0.0,0.9976609
I was caught in a shower.,Меня поймали в душе.,0.0,0.9973852
I was caught in the rain and got wet.,Я был пойман под дождём и промокла.,0.0,0.0029086913
I was caught in the rain and got wet.,Меня поймали под дождем и промокли.,0.0,0.0030672422
I was caught in the rain.,Меня поймали под дождем.,0.0,0.9976507
I was conscious that something was missing.,"Я осознавал, что чего-то не хватает.",0.0,0.90121585
I was disappointed at there being so little to do.,"Я был разочарован тем, что так мало дел.",0.3866252716278829,0.99291307
I was disappointed at there being so little to do.,"Я была разочарована тем, что было так мало дел.",0.0,0.99179935
I was disappointed to see that my bonus was a bit less than I was expecting.,"Я был разочарован, увидев, что мой бонус был немного меньше, чем я ожидал.",0.5009092657036854,0.9908669
I was disappointed to see that my bonus was a bit less than I was expecting.,"Я была разочарована, увидев, что мой бонус немного меньше, чем я ожидала.",0.2601782674200975,0.98840815
I was disappointed with your paper.,Я был разочарован вашей газетой.,0.0,0.99800795
I was dog-tired when I got home last night.,"Я был уставшим, когда вернулся домой прошлой ночью.",0.2907153684841096,0.98649883
I was dog-tired when I got home last night.,"Я был уставшим, когда пришёл домой прошлой ночью.",0.0,0.9740855
I was expecting it!,Я ждал этого!,1.0,0.99632865
I was expecting you last night.,Я ждал тебя вчера вечером.,0.537284965911771,0.9958709
I was expecting you last night.,Я ждал тебя прошлой ночью.,0.0,0.9964896
I was forced to accept her proposal.,Я был вынужден принять ее предложение.,0.0,0.9978998
"I was going to write to you, but I was too busy.","Я собирался написать тебе, но был слишком занят.",0.6147881529512643,0.99469817
"I was going to write to you, but I was too busy.","Я собиралась написать тебе, но была слишком занята.",0.0,0.9938292
I was here about a year ago.,Я был здесь около года назад.,1.0,0.9936593
I was in London most of the summer.,Я был в Лондоне большую часть лета.,0.0,0.97816557
I was in London most of the summer.,Большую часть лета я был в Лондоне.,0.345720784641941,0.9635971
I was in the hospital for a week.,Я неделю пробыл в больнице.,0.0,0.99682057
I was in the hospital for a week.,Я была в больнице неделю.,0.0,0.99145585
I was in the mountains.,Я был в горах.,1.0,0.98837656
I was just mugged.,Меня только что ограбили.,1.0,0.99807703
I was just thinking of a new job.,Я как раз думал о новой работе.,0.5410822690539396,0.99577624
I was just thinking of a new job.,Я как раз думала о новой работе.,0.3655552228545123,0.9950311
I was keen on classical music in my school days.,Я был очень увлечен классической музыкой в школьные дни.,0.0,0.9736786
I was keen on classical music in my school days.,Я был увлечен классической музыкой в школьные дни.,0.0,0.9510942
I was late because of the rain.,Я опоздал из-за дождя.,1.0,0.9953447
I was late to school.,Я опоздал в школу.,1.0,0.9962804
I was laughed at in school today.,Сегодня в школе мне надоело.,0.0,0.986429
I was laughed at in school today.,Меня сегодня смеяли в школе.,0.0,0.095062405
I was leaving home when Tom telephoned me.,"Я уезжала из дома, когда Том мне позвонил.",0.7825422900366437,0.98284745
I was leaving home when Tom telephoned me.,"Я уходил из дома, когда Том мне позвонил.",0.7825422900366437,0.98991513
I was moved to tears.,Меня загнали в слёзы.,0.0,0.92464715
I was moved to tears.,Меня переполняли слёзы.,0.0,0.99062973
I was moved.,Меня перевели.,0.0,0.99703836
I was nearly hit by a car.,Меня чуть не сбила машина.,1.0,0.9977533
"I was planning on going to the beach today, but then it started to rain.","Я собирался сегодня на пляж, но потом начался дождь.",0.5013840477862072,0.97069925
"I was planning on going to the beach today, but then it started to rain.","Я планировал сегодня поехать на пляж, но потом начался дождь.",0.5280972216470737,0.9806755
I was rereading the letters you sent to me.,"Я перечитывала письма, которые ты мне прислал.",0.7506238537503395,0.99439454
I was rereading the letters you sent to me.,"Я перечитывал письма, которые ты мне прислал.",1.0,0.99500775
I was so excited that I could not fall asleep.,"Я так взволнована, что не могла уснуть.",0.0,0.87346256
I was so excited that I could not fall asleep.,"Я был так взволнован, что не мог уснуть.",0.7825422900366437,0.9876987
I was taking a bath when the telephone rang.,"Я принимал ванну, когда звонил телефон.",0.5946035575013605,0.99415565
I was too astonished to speak.,"Я был слишком удивлен, чтобы говорить.",1.0,0.994551
I was too surprised to speak.,"Я был слишком удивлен, чтобы говорить.",0.0,0.994551
I was trying to kill time.,Я пытался убить время.,0.0,0.99788934
"I was unwilling to agree to the proposal, but it seemed that I had no choice.","Я не хотел соглашаться с предложением, но, похоже, у меня не было выбора.",0.3566325206249313,0.98958206
"I was unwilling to agree to the proposal, but it seemed that I had no choice.","Я не хотел соглашаться с этим предложением, но казалось, что у меня нет выбора.",0.4189682543330227,0.98749846
I was used to studying when I was a student.,"Я привыкла учиться, когда была студенткой.",0.0,0.069681086
"I was very careful, but I caught a cold.","Я был очень осторожен, но простудился.",1.0,0.98657155
I was very disappointed at the news.,Я был очень разочарован новостями.,0.0,0.99577963
I was very glad to hear the news.,Я был очень рад услышать новости.,0.6147881529512643,0.9965945
I was very hungry.,Я был очень голоден.,1.0,0.99631184
I was very scared of snakes.,Я очень боялась змей.,0.0,0.9967578
I was very surprised at the news.,Я был очень удивлен новостями.,0.0,0.9953832
I was watching TV when the telephone rang.,"Я смотрел телевизор, когда звонил телефон.",0.5946035575013605,0.9899249
I was watching TV when the telephone rang.,"Я смотрел телевизор, когда зазвонил телефон.",1.0,0.99503857
I was wondering if you were going to show up today.,"Я хотел спросить, не придешь ли ты сегодня.",0.2907153684841096,0.9945261
I was wondering if you were going to show up today.,"Я подумал, не придешь ли ты сегодня.",0.3303164318013807,0.9014814
I wasn't being mindful and got on a wrong bus by mistake.,Я не помню и по ошибке сел не в тот автобус.,0.3352113419081665,0.9229724
I wasn't being mindful and got on a wrong bus by mistake.,Я не вспоминал и по ошибке сел не в тот автобус.,0.3352113419081665,0.78647614
I watch television.,Я смотрю телевизор.,1.0,0.99806434
I watched TV this morning.,Я смотрел телевизор сегодня утром.,0.0,0.9969915
I weep for my lost youth.,Я плачу о своей потерянной юности.,0.0,0.9967969
I weep for my lost youth.,Я плачу за свою потерянную молодость.,0.0,0.9976641
I went home and ate a hearty breakfast.,Я пошла домой и съела сердечный завтрак.,0.0,0.9527041
I went into details.,Я в подробностях.,0.0,0.993802
I went into details.,Я разобрался в деталях.,0.0,0.9972083
I went to bed later than usual.,"Я легла спать позже, чем обычно.",0.0,0.9949144
I went to drink a beer with friends.,Я пошла выпить пива с друзьями.,0.6434588841607617,0.99725926
I went to the South Pacific for a summer of romantic adventure.,Я поехал в Южный Тихий океан на лето романтических приключений.,0.0,0.10320121
I went to the airport by taxi.,Я поехал в аэропорт на такси.,1.0,0.997666
I went to the zoo yesterday.,Я вчера ходил в зоопарк.,0.5081327481546147,0.99629384
"I will ask him about it tomorrow, then.",Тогда я спрошу его об этом завтра.,1.0,0.99809486
I will be able to see you tomorrow unless something unexpected turns up.,"Я смогу увидеть тебя завтра, если не появится что-нибудь неожиданное.",0.2410747304076619,0.9960575
I will be back soon.,Я скоро вернусь.,1.0,0.99664056
I will be glad to help you.,Я буду рад помочь тебе.,0.5081327481546147,0.99720156
I will be glad to help you.,Я с радостью помогу тебе.,0.0,0.99686867
"I will be glad, if I can be of any service to you.","Я буду рад, если смогу вам чем-нибудь помочь.",0.2907153684841096,0.99538773
I will be pleased to help you.,Я буду рад помочь тебе.,0.0,0.99720156
I will be pleased to help you.,Я с радостью помогу тебе.,0.0,0.99686867
I will be very happy to accept your invitation.,Я буду очень рад принять ваше приглашение.,0.0,0.9984479
I will be very happy to accept your invitation.,Я с радостью приму ваше приглашение.,0.0,0.99826884
I will do all I can for you.,"Я сделаю для тебя всё, что смогу.",1.0,0.9946609
I will do all I can for you.,"Я сделаю для тебя всё, что в моих силах.",0.5900468726392808,0.9943836
I will do anything for you.,"Я сделаю для тебя все, что угодно.",0.0,0.99707437
I will do it at the first opportunity.,Я сделаю это при первой возможности.,0.6147881529512643,0.996563
I will do it on condition that you support me.,"Я сделаю это при условии, что ты меня поддержишь.",1.0,0.9968149
I will do it on the condition that you help me.,"Я сделаю это при условии, что ты мне поможешь.",1.0,0.9960179
I will do my best to put such an idea out of your head.,"Я сделаю все возможное, чтобы выкинуть эту идею из твоей головы.",0.2691109110344471,0.997795
I will dry your T-shirt.,Я высушу твою футболку.,1.0,0.99769115
I will find you a good doctor.,Я найду тебе хорошего врача.,1.0,0.9980312
I will get even with you some day. Remember it.,Когда-нибудь я с тобой расквитаюсь. Запомни это.,1.0,0.99518025
I will get even with you some day. Remember it.,Когда-нибудь я с тобой справлюсь. Запомни это.,0.5969491792019646,0.9912258
I will give you a bicycle for your birthday.,Я дам тебе велосипед на день рождения.,0.7071067811865475,0.9939857
I will give you a call as soon as I get home.,"Я позвоню тебе, как только вернусь домой.",0.0,0.9962147
I will give you a call as soon as I know for sure.,"Я позвоню тебе, как только узнаю наверняка.",0.3993879176377878,0.99677604
I will give you back the CD in a week.,Через неделю я верну вам диск.,0.0,0.99831116
I will give you the money tomorrow.,Я дам тебе деньги завтра.,0.0,0.9977448
I will give you what help I can.,Я дам тебе любую помощь.,0.0,0.016300132
I will give you what help I can.,"Я помогу тебе, чем смогу.",0.5154486831107657,0.9938408
I will gladly help you.,Я с радостью помогу тебе.,1.0,0.99686867
I will go along with your plan.,Я приму твой план.,0.0,0.9879417
I will go along with your plan.,Я соглашусь с твоим планом.,0.0,0.9962515
I will go cycling even if it rains.,"Я пойду на велосипеде, даже если будет дождь.",0.4226839216341241,0.9925096
I will go even if it rains tomorrow.,"Я пойду, даже если завтра будет дождь.",1.0,0.9929772
I will go there even if it rains.,"Я пойду туда, даже если будет дождь.",1.0,0.9949184
